80056E68,80056E9F,inpGetSurPanning,musyx/snd_midictrl.c
80056EA0,80056ED7,inpGetPitchBend,musyx/snd_midictrl.c
80056ED8,80056F0F,inpGetDoppler,musyx/snd_midictrl.c
80056F10,80056F47,inpGetModulation,musyx/snd_midictrl.c
80056F48,80056F7F,inpGetPedal,musyx/snd_midictrl.c
80056F80,80056FB7,inpGetPortamento,musyx/snd_midictrl.c
80056FB8,80056FEF,inpGetPreAuxA,musyx/snd_midictrl.c
80056FF0,80057027,inpGetReverb,musyx/snd_midictrl.c
80057028,8005705F,inpGetPreAuxB,musyx/snd_midictrl.c
80057060,80057097,inpGetPostAuxB,musyx/snd_midictrl.c
80057098,800570CF,inpGetTremolo,musyx/snd_midictrl.c
800570D0,80057143,inpGetAuxA,musyx/snd_midictrl.c
80057144,800571B7,inpGetAuxB,musyx/snd_midictrl.c
800571B8,800573E7,inpInit,musyx/snd_midictrl.c
800573E8,80057457,inpTranslateExCtrl,musyx/snd_midictrl.c
80057458,800574F7,inpGetExCtrl,musyx/snd_midictrl.c
800574F8,8005758F,inpSetExCtrl,musyx/snd_midictrl.c
80057590,800575AF,sndRand,musyx/snd_service.c
800575B0,80057637,sndSin,musyx/snd_service.c
80057638,800576DF,sndBSearch,musyx/snd_service.c
800576E0,800576EF,sndConvertMs,musyx/snd_service.c
800576F0,8005773B,sndConvertTicks,musyx/snd_service.c
8005773C,80057743,sndConvert2Ms,musyx/snd_service.c
80057744,80057867,snd_handle_irq,musyx/hardware.c
80057868,80057997,hwInit,musyx/hardware.c
80057998,8005799F,hwSetTimeOffset,musyx/hardware.c
800579A0,800579A7,hwGetTimeOffset,musyx/hardware.c
800579A8,800579CF,hwIsActive,musyx/hardware.c
800579D0,800579D7,hwSetMesgCallback,musyx/hardware.c
800579D8,800579EB,hwSetPriority,musyx/hardware.c
800579EC,80057BFB,hwInitSamplePlayback,musyx/hardware.c
80057BFC,80057C97,hwBreak,musyx/hardware.c
80057C98,80057CBF,hwBreak,musyx/hardware.c
80057CC0,80057E9B,hwSetADSR,musyx/hardware.c
80057E9C,80057EEF,hwStart,musyx/hardware.c
80057EF0,80057F17,hwKeyOff,musyx/hardware.c
80057F18,80057FA3,hwSetPitch,musyx/hardware.c
80057FA4,80057FDF,hwSetSRCType,musyx/hardware.c
80057FE0,8005801B,hwSetPolyPhaseFilter,musyx/hardware.c
8005801C,8005805F,SetupITD,musyx/hardware.c
80058060,800580C7,hwSetITDMode,musyx/hardware.c
800580C8,800583C7,hwSetVolume,musyx/hardware.c
800583C8,800583FB,hwOff,musyx/hardware.c
800583FC,8005845F,hwSetAUXProcessingCallbacks,musyx/hardware.c
80058460,80058497,hwActivateStudio,musyx/hardware.c
80058498,800584BF,hwDeactivateStudio,musyx/hardware.c
800584C0,800584FF,hwAddInput,musyx/hardware.c
80058500,8005853F,hwChangeStudio,musyx/hardware.c
80058540,80058657,hwGetPos,musyx/hardware.c
80058658,800586D7,hwFlushStream,musyx/hardware.c
800586D8,80058703,hwGetStreamPlayBuffer,musyx/hardware.c
80058704,80058707,hwTransAddr,musyx/hardware.c
80058708,80058773,hwFrq2Pitch,musyx/hardware.c
80058774,800587C7,hwInitSampleMem,musyx/hardware.c
800587C8,8005880F,convert_length,musyx/hardware.c
80058810,80058873,hwSaveSample,musyx/hardware.c
80058874,800588CB,hwRemoveSample,musyx/hardware.c
800588CC,800588EB,hwSyncSampleMem,musyx/hardware.c
800588EC,800588EF,hwFrameDone,musyx/hardware.c
800588F0,80058903,sndSetHooks,musyx/hardware.c
80058904,80058937,hwEnableHRTF,musyx/hardware.c
80058938,80058943,hwDisableHRTF,musyx/hardware.c
80058944,80058953,aramQueueInit,musyx/hw_aramdma.c
80058954,80058963,aramQueueCallback,musyx/hw_aramdma.c
80058964,80058B07,aramUploadData,musyx/hw_aramdma.c
80058B08,80058B17,aramSyncTransferQueue,musyx/hw_aramdma.c
80058B18,80058C1B,aramInit,musyx/hw_aramdma.c
80058C1C,80058C23,aramGetZeroBuffer,musyx/hw_aramdma.c
80058C24,80058CEF,aramStoreData,musyx/hw_aramdma.c
80058CF0,80058D5B,aramRemoveData,musyx/hw_aramdma.c
80058D5C,80058DDB,InitStreamBuffers,musyx/hw_aramdma.c
80058DDC,80058E63,aramGetStreamBufferAddress,musyx/hw_aramdma.c
80058E64,80058EDB,salCallback,musyx/hw_dolphin.c
80058EDC,80058F27,callUserCallback,musyx/hw_dolphin.c
80058F28,80058F3B,dspInitCallback,musyx/hw_dolphin.c
80058F3C,80058F77,dspResumeCallback,musyx/hw_dolphin.c
80058F78,80059053,salInitAi,musyx/hw_dolphin.c
80059054,80059073,salStartAi,musyx/hw_dolphin.c
80059074,800590B3,salAiGetDest,musyx/hw_dolphin.c
800590B4,8005917F,salInitDsp,musyx/hw_dolphin.c
80059180,80059203,salStartDsp,musyx/hw_dolphin.c
80059204,8005923B,salCtrlDsp,musyx/hw_dolphin.c
8005923C,80059283,salGetStartDelay,musyx/hw_dolphin.c
80059284,800592AF,hwInitIrq,musyx/hw_dolphin.c
800592B0,800592E7,hwEnableIrq,musyx/hw_dolphin.c
800592E8,8005931F,hwDisableIrq,musyx/hw_dolphin.c
80059320,8005933F,hwIRQEnterCritical,musyx/hw_dolphin.c
80059340,8005935F,hwIRQLeaveCritical,musyx/hw_dolphin.c
80059360,8005938F,salMalloc,musyx/hw_memory.c
80059390,800593C3,salFree,musyx/hw_memory.c
800593C4,8005944F,sndAuxCallbackReverbHI,musyx/reverb_fx.c
80059450,8005949F,sndAuxCallbackUpdateSettingsReverbHI,musyx/reverb_fx.c
800594A0,800594D3,DLsetdelay,musyx/reverb.c
800594D4,80059547,DLcreate,musyx/reverb.c
80059548,80059913,ReverbHICreate,musyx/reverb.c
80059914,80059AA3,DoCrossTalk,musyx/reverb.c
80059AA4,80059FAF,HandleReverb,musyx/reverb.c
80059FB0,8005A097,ReverbHICallback,musyx/reverb.c
8005A098,8005A22F,do_src1,musyx/chorus_fx.c
8005A230,8005A41B,do_src2,musyx/chorus_fx.c
8005A41C,8005A66B,sndAuxCallbackChorus,musyx/chorus_fx.c
8005A66C,8005A6F3,sndAuxCallbackUpdateSettingsChorus,musyx/chorus_fx.c
8005A6F4,8005A857,sndAuxCallbackPrepareChorus,musyx/chorus_fx.c
8005A858,8005A8E3,FUN_8005a858,amc/AmcExi.c
8005A8E4,8005AA8F,AmcExiFn_8005a8e4,amc/AmcExi.c
8005AA90,8005AB1B,AmcExiFn_8005aa90,amc/AmcExi.c
8005AB1C,8005AB6F,FUN_8005ab1c,amc/AmcExi.c
8005AB70,8005ABD7,FUN_8005ab70,amc/AmcExi.c
8005ABD8,8005ABE7,FUN_8005abd8,amc/AmcExi.c
8005ABE8,8005ACBB,amcExiFreqFn_8005abe8,amc/AmcExi.c
8005ACBC,8005AD37,FUN_8005acbc,
8005AD38,8005AD8F,debugIrqHandler,
8005AD90,8005ADCF,FUN_8005ad90,
8005ADD0,8005AE0F,FUN_8005add0,
8005AE10,8005AE47,FUN_8005ae10,
8005AE48,8005AE93,debugCb_8005ae48,
8005AE94,8005AEDB,selectExi2port,
8005AEDC,8005AF17,FUN_8005aedc,
8005AF18,8005AF5B,FUN_8005af18,
8005AF5C,8005AFEB,exiFn_8005af5c,
8005AFEC,8005B01F,FUN_8005afec,
8005B020,8005B0C7,FUN_8005b020,
8005B0C8,8005B117,EXI2_Init,
8005B118,8005B143,debugInitFn_8005b118,
8005B144,8005B1DB,EXI2_Poll,
8005B1DC,8005B2FB,EXI2_ReadN,
8005B2FC,8005B463,EXI2_WriteN,
8005B464,8005B467,nop_8005B464,
8005B468,8005B46B,nop_8005B468,
8005B46C,8005B55F,__va_arg,
8005B560,8005B5A7,callShutdownFuncs,
8005B5A8,8005B5DB,__unregister_fragment,
8005B5DC,8005B617,__register_fragment,
8005B618,8005B673,__cvt_fp2unsigned,
8005B674,8005B677,_savefpr_14,
8005B678,8005B67B,_savefpr_15,
8005B67C,8005B67F,_savefpr_16,
8005B680,8005B683,_savefpr_17,
8005B684,8005B687,_savefpr_18,
8005B688,8005B68B,_savefpr_19,
8005B68C,8005B68F,_savefpr_20,
8005B690,8005B693,_savefpr_21,
8005B694,8005B697,_savefpr_22,
8005B698,8005B69B,_savefpr_23,
8005B69C,8005B69F,_savefpr_24,
8005B6A0,8005B6A3,_savefpr_25,
8005B6A4,8005B6A7,_savefpr_26,
8005B6A8,8005B6AB,_savefpr_27,
8005B6AC,8005B6AF,_savefpr_28,
8005B6B0,8005B6B3,_savefpr_29,
8005B6B4,8005B6B7,_savefpr_30,
8005B6B8,8005B6BF,_savefpr_31,
8005B6C0,8005B6C3,_restfpr_14,
8005B6C4,8005B6C7,_restfpr_15,
8005B6C8,8005B6CB,_restfpr_16,
8005B6CC,8005B6CF,_restfpr_17,
8005B6D0,8005B6D3,_restfpr_18,
8005B6D4,8005B6D7,_restfpr_19,
8005B6D8,8005B6DB,_restfpr_20,
8005B6DC,8005B6DF,_restfpr_21,
8005B6E0,8005B6E3,_restfpr_22,
8005B6E4,8005B6E7,_restfpr_23,
8005B6E8,8005B6EB,_restfpr_24,
8005B6EC,8005B6EF,_restfpr_25,
8005B6F0,8005B6F3,_restfpr_26,
8005B6F4,8005B6F7,_restfpr_27,
8005B6F8,8005B6FB,_restfpr_28,
8005B6FC,8005B6FF,_restfpr_29,
8005B700,8005B703,_restfpr_30,
8005B704,8005B70B,_restfpr_31,
8005B70C,8005B7F7,__div2u,
8005B7F8,8005B92F,__div2i,
8005B930,8005BA13,__mod2u,
8005BA14,8005BA37,FUN_8005ba14,
8005BA38,8005BA5B,FUN_8005ba38,
8005BA5C,8005BA83,__shr2i,
8005BA84,8005BB37,__cvt_sll_flt,
8005BB38,8005BBD7,u64ToDouble,
8005BBD8,8005BCA3,__cvt_dbl_usll,
8005BCA4,8005BCAB,getR2,
8005BCAC,8005BCDF,__fini_cpp_exceptions,
8005BCE0,8005BD1F,__init_cpp_exceptions,
8005BD20,8005BD47,TRKHandleRequestEvent,
8005BD48,8005BD67,TRKHandleSupportEvent,
8005BD68,8005BD93,TRKIdle,
8005BD94,8005BE87,trkMainLoop,
8005BE88,8005BEE3,TRKInitializeEventQueue,
8005BEE4,8005BF07,copy_12_bytes,
8005BF08,8005BFC7,TRKGetNextEvent,
8005BFC8,8005C0A7,FUN_8005bfc8,
8005C0A8,8005C0BF,FUN_8005c0a8,
8005C0C0,8005C0E3,TRKDestructEvent,
8005C0E4,8005C1B7,TRKInitializeNub,
8005C1B8,8005C1DB,checkDebugFn_8005c1b8,
8005C1DC,8005C203,TRKNubWelcome,
8005C204,8005C277,TRKInitializeEndian,
8005C278,8005C29F,FUN_8005c278,
8005C2A0,8005C2A7,FUN_8005c2a0,
8005C2A8,8005C31F,TRKInitializeMessageBuffers,
8005C320,8005C3BB,FUN_8005c320,
8005C3BC,8005C3E7,TRKGetBuffer,
8005C3E8,8005C44F,FUN_8005c3e8,
8005C450,8005C48F,FUN_8005c450,
8005C490,8005C4BF,TRKSetBufferPosition,
8005C4C0,8005C563,TRKAppendBuffer,
8005C564,8005C5EF,TRKReadBuffer,
8005C5F0,8005C643,FUN_8005c5f0,
8005C644,8005C6A7,FUN_8005c644,
8005C6A8,8005C72F,FUN_8005c6a8,
8005C730,8005C797,TRKAppendBuffer_ui8,
8005C798,8005C813,FUN_8005c798,
8005C814,8005C837,FUN_8005c814,
8005C838,8005C8B7,FUN_8005c838,
8005C8B8,8005C947,FUN_8005c8b8,
8005C948,8005C9F7,FUN_8005c948,
8005C9F8,8005CA6B,FUN_8005c9f8,
8005CA6C,8005CAE7,FUN_8005ca6c,
8005CAE8,8005CBB7,FUN_8005cae8,
8005CBB8,8005CC33,TRKGetInput,
8005CC34,8005CC83,FUN_8005cc34,
8005CC84,8005CCA7,TRKInitializeSerialHandler,
8005CCA8,8005CCAF,ret0_8005CCA8,
8005CCB0,8005CCB3,nop_8005CCB0,
8005CCB4,8005CCC7,TRKInitializeDispatcher,
8005CCC8,8005CD4B,FUN_8005ccc8,
8005CD4C,8005CDE3,trkSend2chars,
8005CDE4,8005CE33,FUN_8005cde4,
8005CE34,8005CE67,FUN_8005ce34,
8005CE68,8005CE8F,FUN_8005ce68,
8005CE90,8005CEB7,FUN_8005ce90,
8005CEB8,8005CF07,FUN_8005ceb8,
8005CF08,8005CF37,FUN_8005cf08,
8005CF38,8005D0BB,FUN_8005cf38,
8005D0BC,8005D197,FUN_8005d0bc,
8005D198,8005D3DB,FUN_8005d198,
8005D3DC,8005D5A7,FUN_8005d3dc,
8005D5A8,8005D787,FUN_8005d5a8,
8005D788,8005D993,FUN_8005d788,
8005D994,8005DB8F,FUN_8005d994,
8005DB90,8005DCE7,FUN_8005db90,
8005DCE8,8005DD4B,FUN_8005dce8,
8005DD4C,8005DF5F,FUN_8005dd4c,
8005DF60,8005DFB7,FUN_8005df60,
8005DFB8,8005E28F,trkFn_8028ac30,
8005E290,8005E433,trkFn_8028aa8c,
8005E434,8005E43B,ret0_8005E434,
8005E43C,8005E443,ret0_8005E43C,
8005E444,8005E44B,ret0_8005E444,
8005E44C,8005E523,FUN_8005e44c,
8005E524,8005E55B,TRK_flush_cache,
8005E55C,8005E563,FUN_8005e55c,
8005E564,8005E56B,FUN_8005e564,
8005E56C,8005E6A3,trkMemCheck,
8005E6A4,8005E6DF,TRK_ppc_memcpy,
8005E6E0,8005E843,TRKTargetAccessMemory,
8005E844,8005E88F,FUN_8005e844,
8005E890,8005E98B,TRKTargetAccessDefault,
8005E98C,8005EAD3,trkTargetAccess64,
8005EAD4,8005EC4B,TRKTargetAccessExtended1,
8005EC4C,8005EDC7,trkTargetAccess64,
8005EDC8,8005EDEF,FUN_8005edc8,
8005EDF0,8005EE93,FUN_8005edf0,
8005EE94,8005EEFB,FUN_8005ee94,
8005EEFC,8005F1DB,TRKLoadContext,
8005F1DC,8005F2F3,threadFn_8028b354,
8005F2F4,8005F357,TRKTargetInterrupt,
8005F358,8005F3E7,FUN_8005f358,
8005F3E8,8005F46F,FUN_8005f3e8,
8005F470,8005F4AB,FUN_8005f470,
8005F4AC,8005F52F,FUN_8005f4ac,
8005F530,8005F59F,FUN_8005f530,
8005F5A0,8005F607,FUN_8005f5a0,
8005F608,8005F64B,FUN_8005f608,
8005F64C,8005F693,FUN_8005f64c,
8005F694,8005F6A3,FUN_8005f694,
8005F6A4,8005F793,FUN_8005f6a4,
8005F794,8005F7CF,FUN_8005f794,
8005F7D0,8005F7DF,FUN_8005f7d0,
8005F7E0,8005F7EF,FUN_8005f7e0,
8005F7F0,8005F817,FUN_8005f7f0,
8005F818,8005F8C7,FUN_8005f818,
8005F8C8,8005F93F,FUN_8005f8c8,
8005F940,8005FABF,FUN_8005f940,
8005FAC0,8005FB27,FUN_8005fac0,
8005FB28,8005FB37,TRKTargetSetInputPendingPtr,
8005FB38,8005FBCB,InitMetroTRK_BBA,
8005FBCC,8005FBEB,debugInitFn_8005fbcc,
8005FBEC,8005FBF7,FUN_8005fbec,
8005FBF8,8005FC57,FUN_8005fbf8,
8005FC58,8005FCEB,FUN_8005fc58,
8005FCEC,8005FD2B,TRKInitializeTarget,
8005FD2C,8005FEE3,trkSaveCurContext,
8005FEE4,8006009B,TRKRestoreExtended1Block,
8006009C,800600A3,ret0x54_8006009C,
800600A4,800600EB,TRK_main,
800600EC,80060173,TRKLoadContext,
80060174,800601AB,TRKEXICallBack,
800601AC,80060293,setDebugFuncPtrs,
80060294,80060297,nop_80060294,
80060298,800602D7,TRKInitializeIntDrivenUART,
800602D8,80060307,debugInitFn_800602d8,
80060308,80060337,FUN_80060308,
80060338,8006037B,FUN_80060338,
8006037C,800603BF,FUN_8006037c,
800603C0,800603EF,FUN_800603c0,
800603F0,8006041F,FUN_800603f0,
80060420,80060443,TRK_board_display,
80060444,80060477,FUN_80060444,
80060478,8006056F,exit,
80060584,80060937,FUN_80060584,
80060938,80060A03,__flush_buffer,
80060A04,80060A37,__prep_buffer,
80060A38,80060A3B,nop_80060A38,
80060A3C,80060A63,chrToLower,
80060A64,80060D3F,osReportFn_80060a64,
80060D40,80060D7B,wcstombs,
80060D7C,80060DBF,memcmp,
80060DC0,80060DEB,memchr,
80060DEC,80060EC7,memmove,
80060EC8,80060F77,FUN_80060ec8,
80060F78,8006103B,FUN_80060f78,
8006103C,800610E7,FUN_8006103c,
800610E8,800611A3,FUN_800610e8,
800611A4,800611A7,nop_800611A4,
800611A8,8006127B,sprintf,
8006127C,800612F3,snprintf,
800612F4,8006136F,vprintf,
80061370,8006143B,trkPrintf,
8006143C,800614A7,strFmtFn_8006143c,
800614A8,800614FF,osReportFn_800614a8,
80061500,80061B2F,strFmtFn_80061500,
80061B30,80062167,float2str,
80062168,8006229B,round_decimal,
8006229C,8006257B,trkStrFmtFn_8006229c,
8006257C,8006279F,trkStrFmtFn_8006257c,
800627A0,80062C77,_printf_interpretFmt,
80062C78,80062C7F,FUN_80062c78,
80062C80,80062CA3,FUN_80062c80,
80062CA4,80062D0F,strcmp,
80062D10,80062D3F,strchr,
80062D40,80062D7F,strncmp,
80062D80,80062EA3,strcmp,
80062EA4,80062ECF,strcat,
80062ED0,80062F13,strncpy,
80062F14,80062FC7,strcpy,
80062FC8,80062FE7,strlen,
80062FE8,80062FEF,fn_80062FE8,
80062FF0,80063087,FUN_80062ff0,
80063088,80063167,fn_80063088,
80063168,800631E7,fwide,
800631E8,80063283,frexp,
80063284,8006332B,FUN_80063284,
8006332C,8006336F,mathFn_802947cc,
80063370,8006338F,IFFifoAlloc,
80063390,800633AF,mathFn_80063390,
800633B0,80063543,cosf,
80063544,800636E7,sinf,
800636E8,80063717,preInit_800636e8,
80063718,80063E93,powf,
80063E94,80063EAF,s16toDouble,
80063EB0,80063ECB,doubleToS16,
80063ECC,80063EE7,mathFn_80291e08,
80063EE8,80063FEB,maybeDoubleToFloat,
80063FEC,800640FB,angleFn_802924b4,
800640FC,800641F7,FUN_800640fc,
800641F8,8006423B,vec3f_normalize,
8006423C,80064263,vec3f_scale,
80064264,8006428B,vec3f_getSumOfSquares,
8006428C,80064303,mathFn_80292cc4,
80064304,80064387,trigFn_80292d3c,
80064388,800643AB,rand,
800643AC,800643B3,srand,
800643B4,800644C7,angleToVec2,
800644C8,8006451B,sqrt,
8006451C,8006455B,distanceFn_802931f4,
8006455C,80064663,angleFn_80293234,
80064664,8006478B,fcos16,
8006478C,800648D3,mathFn_80293464,
800648D4,800649DB,angleFn_8029374c,
800649DC,80064B03,fsin16,
80064B04,80064C4B,FUN_80064b04,
80064C4C,80064D7B,FUN_80064c4c,
80064D7C,80064E77,distanceFn_80293e80,
80064E78,80064FE3,trigFn_80294098,
80064FE4,800650CB,mathFn_80294204,
800650CC,80065223,mathFn_802943f4,
80065224,800652B7,loadLfxAction,
800652B8,80065353,loadLfxAction1,
80065354,800653AF,FUN_80065354,
800653B0,800655CB,switchD_800653f8_caseD_8,
800655CC,800657D7,switchD_80065614_switchD,
800657D8,80065FF7,FUN_800657d8,
80065FF8,800661BB,FUN_80065ff8,
800661BC,8006719B,modelAnimFn_80006e34,
8006664C,8006673B,FUN_8006664c,
8006673C,8006698B,animDecompress,
8006698C,80066BD7,FUN_8006698c,
8006719C,800671A3,ret0xFFFF_8006719C,
800671A4,800671C7,FUN_800671a4,
800671C8,800671CB,nop_800671C8,
800671CC,80067323,loadEnvfxAction,
80067324,80067483,loadEnvfxAction1,
80067484,8006752F,concatThreeStrings,
80067530,8006759F,GetFreeActiveSound,
800675A0,8006761F,GetActiveFromVoiceID,
80067620,8006768B,FUN_80067620,
8006768C,80067717,_audioStopSfx,
80067718,80067747,musyxAlloc,
80067748,8006776F,musyxFree,
80067770,80067A2F,audioStreamMathFn_80067770,
80067A30,80067D3B,audioInit,
80067D3C,80067D8B,streamCancelCb_80067d3c,
80067D8C,80067F03,getTable,
80067F04,80067F8B,debugAudioNextStream,
80067F8C,800680B3,amAudioTick,
800680B4,800680BF,audioDisable,
800680C0,800680CB,audioEnable,
800680CC,800680D3,set_audioFlag_80398751,
800680D4,80068123,audioIsStreamBlocked,
80068124,800684B7,audioPlaySong,
800684B8,80068577,audioStopSong,
80068578,800685E7,audioStopAllSongs,
800685E8,8006873F,audioStartSfx,
80068740,8006880F,FUN_80068740,
80068810,8006887B,audioStopSfx,
8006887C,800688BB,FUN_8006887c,
800688BC,80068947,audioSfxFn_800688bc,
80068948,800689DB,audioTryStartSfx,
800689DC,80068A9B,FUN_800689dc,
80068A9C,80068B1F,FUN_80068a9c,
80068B20,80068B63,FUN_80068b20,
80068B64,80068BC7,_audioCancelStream,
80068BC8,80068C1F,audioStreamCb_80068bc8,
80068C20,80068D3B,audioPlayStream,
80068D3C,80068D93,audioStreamCb_80068d3c,
80068D94,80068DFB,stopStream_80068d94,
80068DFC,80068DFF,bootCheckStack,
80068E00,80068ED3,FUN_80068e00,
80068ED4,80068EDB,setFovY,
80068EDC,80068EE3,getFovY,
80068EE4,80068EEB,setViewportAspect,
80068EEC,80068EF3,FUN_80068eec,
80068EF4,80068F17,FUN_80068ef4,
80068F18,80068F1F,getViewportNear,
80068F20,80068F4B,setViewportFar,
80068F4C,80068F53,getViewportFar,
80068F54,8006901B,resetPerspectiveMtxs,
8006901C,80069023,FUN_8006901c,
80069024,8006902B,FUN_80069024,
8006902C,80069037,enableCameraYOffset,
80069038,80069043,disableCameraYOffset,
80069044,8006905B,getCurCamera,
8006905C,8006925F,updateViewMatrix,
80069260,8006926B,FUN_80069260,
8006926C,80069277,getCameraMtxs,
80069278,80069283,FUN_80069278,
80069284,800692B7,FUN_80069284,
800692B8,800692F7,setCurCameraRot,
800692F8,8006934B,FUN_800692f8,
8006934C,80069407,FUN_8006934c,
80069408,8006956F,FUN_80069408,
80069570,800695C7,setPlayerNo,
800695C8,8006962B,camEnableUserView,
8006962C,8006968F,camDisableUserView,
80069690,80069837,screenRectFn_80069690,
80069838,800698B3,FUN_80069838,
800698B4,80069AF7,cameraFn_800698b4,
80069AF8,80069CA3,gxResetScissor,
80069CA4,80069F9F,updateViewMtx,
80069FA0,8006A2D7,viewportFn_80069fa0,
8006A2D8,8006A43F,vecMultByPerspectiveMtx,
8006A440,8006A55F,viewportCoordsToPixel,
8006A560,8006A627,resetViewports,
8006A628,8006A753,FUN_8006a628,
8006A754,8006A90B,FUN_8006a754,
8006A90C,8006A9DF,debugMoveCamera,
8006A9E0,8006ABCB,FUN_8006a9e0,
8006ABCC,8006ACB7,FUN_8006abcc,
8006ACB8,8006AD97,debugRotateCamera,
8006AD98,8006ADA3,FUN_8006ad98,
8006ADA4,8006ADAF,FUN_8006ada4,
8006ADB0,8006ADBB,FUN_8006adb0,
8006ADBC,8006AE4F,getCameraDepth,
8006AE50,8006AE93,FUN_8006ae50,
8006AE94,8006AEEB,FUN_8006ae94,
8006AEEC,8006AF33,FUN_8006aeec,
8006AF34,8006B11B,updateViewport,
8006B11C,8006B183,FUN_8006b11c,
8006B184,8006B317,FUN_8006b184,
8006B318,8006B34B,FUN_8006b318,
8006B34C,8006B3D3,addWorldMtx,
8006B3D4,8006B40B,FUN_8006b3d4,
8006B40C,8006B57B,FUN_8006b40c,
8006B57C,8006B60F,objMultPosByMtx,
8006B610,8006B6AB,multVectorByObjMtx,
8006B6AC,8006B747,multVectorByObjMtx2,
8006B748,8006B7E3,objMtxFn_8006b748,
8006B7E4,8006B87F,FUN_8006b7e4,
8006B880,8006B957,cameraUpdateRot,
8006B958,8006B9DB,vecMtxMultFn_8000dd74,
8006B9DC,8006BACF,FUN_8006b9dc,
8006BAD0,8006BB9F,fn_8006BAD0,
8006BBA0,8006BC2F,FUN_8006bba0,
8006BC30,8006BC9F,curveFn_80010d54,
8006BCA0,8006BD2F,fn_8006BCA0,
8006BD30,8006BDAB,FUN_8006bd30,
8006BDAC,8006BE8B,FUN_8006bdac,
8006BE8C,8006BF4F,fn_8006BE8C,
8006BF50,8006BF67,FUN_8006bf50,
8006BF68,8006C15F,curvesMove,
8006C160,8006C2C7,curvesMoveSetupNetworkCurve,
8006C2C8,8006C90B,FUN_8006c2c8,
8006C90C,8006CB8B,FUN_8006c90c,
8006CB8C,8006CF3B,FUN_8006cb8c,
8006CF3C,8006D0E7,FUN_8006cf3c,
8006D0E8,8006D1E7,initVoxMaps,
8006D1E8,8006D29B,FUN_8006d1e8,
8006D29C,8006D303,voxDataFn_8006d29c,
8006D304,8006D3A7,FUN_8006d304,
8006D3A8,8006D54B,load,
8006D54C,8006D5DF,loadForObject,
8006D5E0,8006D85B,FUN_8006d5e0,
8006D85C,8006DA37,FUN_8006d85c,
8006DA38,8006DB27,FUN_8006da38,
8006DB28,8006DC03,FUN_8006db28,
8006DC04,8006DD0F,vec3f_toNearest10,
8006DD10,8006E19F,FUN_8006dd10,
8006E1A0,8006E6BB,genVoxelCircle,
8006E6BC,8006E923,FUN_8006e6bc,
8006E924,8006E94F,FUN_8006e924,
8006E950,8006E9AF,allocVoxRoute,
8006E9B0,8006E9F3,FUN_8006e9b0,
8006E9F4,8006EADF,voxMapFn_8006e9f4,
8006EAE0,8006EBAF,FUN_8006eae0,
8006EBB0,8006ED6F,FUN_8006ebb0,
8006ED70,8006F077,routePoints,
8006F078,8006F663,FUN_8006f078,
8006F664,8006F767,FUN_8006f664,
8006F768,8006FDE7,FUN_8006f768,
8006FDE8,8006FDEF,ret1_8006FDE8,
8006FDF0,8006FE4B,FUN_8006fdf0,
8006FE4C,8006FEDB,FUN_8006fe4c,
8006FEDC,8006FF93,FUN_8006fedc,
8006FF94,8007000F,FUN_8006ff94,
80070010,800700BF,FUN_80070010,
800700C0,80070147,FUN_800700c0,
80070148,80070243,voxMapAddChildNode,
80070244,800702A7,FUN_80070244,
800702A8,800702AB,nop_800702A8,
800702AC,8007031F,stackCreate,
80070320,80070393,diStackCreate,
80070394,800703C3,FUN_80070394,
800703C4,8007043F,diFn_800703c4,
80070440,800704B7,diStackPop,
800704B8,800704D3,diStackGetFree,
800704D4,800704EF,diStackGetNumItems,
800704F0,80070523,bitStreamInit,
80070524,800705D7,bitStream_read,
800705D8,800705E7,objListInit,
800705E8,80070647,objListAdd,
80070648,800706E7,objRemoveFromList,
800706E8,800707AB,create,main/sparsearray.c
800707AC,8007089F,set,main/sparsearray.c
800708A0,80070983,sparseArrayRemove,main/sparsearray.c
80070984,80070A3F,get,main/sparsearray.c
80070A40,80070B17,sparseArrayFindElem,main/sparsearray.c
80070B18,80070BC3,initDllsTab,
80070BC4,80070C57,runlinkDownloadCode,
80070C58,80070E8F,setup,
80070E90,80070FD7,free,
80070FD8,800713C7,init,
800713C8,8007147F,fontLoad,
80071480,8007158F,fontFree,
80071590,80071637,textPrintToWindow,
80071638,800716B3,gameTextPrintFn_80071638,
800716B4,8007175F,textFindJisChr,
80071760,800723B3,gameTextPrint,
800723B4,80072417,FUN_800723b4,
80072418,80072617,FUN_80072418,
80072618,8007271B,textWindowSetBounds,
8007271C,800727CF,textWindowSetFontNo,
800727D0,80072837,textWindowFn_800727d0,
80072838,800728C3,textWindowSetColor10,
800728C4,8007295B,textWindowSetColor14,
8007295C,80072FAF,switchD_80072b24_switchD,
80072FB0,8007321F,fontAddString_80072fb0,
80073220,800732AB,textWindowAddString,
800732AC,800732BF,FUN_800732ac,
800732C0,800732D3,FUN_800732c0,
800732D4,80073337,textWindowWordWrap,
80073338,800733D7,debugModelViewRenderWindow,
800733D8,8007346F,printNum,
80073470,80073503,textFill2DRect,
80073504,800738A3,textRenderWindow,
800738A4,80073927,gameTextFormatNum,
80073928,8007399B,gfxDebugInit,
8007399C,800739E7,gfxDllFn_8007399c,
800739E8,800739EF,FUN_800739e8,
800739F0,800739F7,FUN_800739f0,
